1,03/01/2002 04:05:30,24.5,16.0,-2.9,010007302
2,03/01/2002 04:10:30,24.5,16.0,-2.9
3,03/01/2002 04:15:30,24.0,16.0,-3.3
4,03/01/2002 04:20:30,24.0,16.0,-3.3
5,03/01/2002 04:25:30,23.5,16.0,-3.7
6,03/01/2002 04:30:30,23.5,16.0,-3.7
7,03/01/2002 04:35:30,23.5,16.0,-3.7
8,03/01/2002 04:40:30,23.5,16.0,-3.7
9,03/01/2002 04:45:30,23.5,16.0,-3.7
10,03/01/2002 04:50:30,23.5,16.0,-3.7
11,03/01/2002 04:55:30,23.5,16.0,-3.7
12,03/01/2002 05:00:30,23.5,16.0,-3.7
13,03/01/2002 05:05:30,23.5,16.0,-3.7
14,03/01/2002 05:10:30,23.0,16.0,-4.1
15,03/01/2002 05:15:30,23.0,16.0,-4.1
16,03/01/2002 05:20:30,23.0,16.0,-4.1
17,03/01/2002 05:25:30,23.0,16.0,-4.1
18,03/01/2002 05:30:30,23.0,16.0,-4.1
19,03/01/2002 05:35:30,23.0,16.0,-4.1
20,03/01/2002 05:40:30,23.0,16.0,-4.1
21,03/01/2002 05:45:30,23.0,16.0,-4.1
22,03/01/2002 05:50:30,23.0,16.0,-4.1
23,03/01/2002 05:55:30,23.0,16.0,-4.1
24,03/01/2002 06:00:30,23.0,16.0,-4.1
25,03/01/2002 06:05:30,23.0,16.0,-4.1
26,03/01/2002 06:10:30,23.0,16.0,-4.1
27,03/01/2002 06:15:30,23.0,16.0,-4.1
28,03/01/2002 06:20:30,23.0,16.0,-4.1
29,03/01/2002 06:25:30,23.0,16.0,-4.1
30,03/01/2002 06:30:30,23.0,16.0,-4.1
31,03/01/2002 06:35:30,23.0,16.0,-4.1
32,03/01/2002 06:40:30,23.0,16.0,-4.1
33,03/01/2002 06:45:30,23.0,16.0,-4.1
34,03/01/2002 06:50:30,23.0,16.0,-4.1
35,03/01/2002 06:55:30,23.0,16.0,-4.1
36,03/01/2002 07:00:30,22.5,16.0,-4.5
37,03/01/2002 07:05:30,23.0,16.0,-4.1
38,03/01/2002 07:10:30,22.5,16.0,-4.5
39,03/01/2002 07:15:30,22.5,16.0,-4.5
40,03/01/2002 07:20:30,22.5,16.0,-4.5
41,03/01/2002 07:25:30,22.5,16.0,-4.5
42,03/01/2002 07:30:30,22.5,16.0,-4.5
43,03/01/2002 07:35:30,22.5,16.0,-4.5
44,03/01/2002 07:40:30,22.5,16.0,-4.5
45,03/01/2002 07:45:30,22.5,16.0,-4.5
46,03/01/2002 07:50:30,22.5,16.0,-4.5
47,03/01/2002 07:55:30,22.5,16.0,-4.5
48,03/01/2002 08:00:30,22.5,16.0,-4.5
49,03/01/2002 08:05:30,22.5,16.5,-4.1
50,03/01/2002 08:10:30,22.5,16.5,-4.1
51,03/01/2002 08:15:30,22.5,16.5,-4.1
52,03/01/2002 08:20:30,22.5,16.5,-4.1
53,03/01/2002 08:25:30,22.5,17.0,-3.7
54,03/01/2002 08:30:30,22.5,17.0,-3.7
55,03/01/2002 08:35:30,22.5,17.0,-3.7
56,03/01/2002 08:40:30,22.5,17.0,-3.7
57,03/01/2002 08:45:30,22.5,17.0,-3.7
58,03/01/2002 08:50:30,22.5,17.0,-3.7
59,03/01/2002 08:55:30,22.5,17.0,-3.7
60,03/01/2002 09:00:30,22.5,17.0,-3.7
61,03/01/2002 09:05:30,22.5,17.0,-3.7
62,03/01/2002 09:10:30,22.5,17.0,-3.7
63,03/01/2002 09:15:30,22.5,17.0,-3.7
64,03/01/2002 09:20:30,22.5,17.0,-3.7
65,03/01/2002 09:25:30,22.5,17.0,-3.7
66,03/01/2002 09:30:30,22.5,17.0,-3.7
67,03/01/2002 09:35:30,22.5,17.0,-3.7
68,03/01/2002 09:40:30,22.5,17.0,-3.7
69,03/01/2002 09:45:30,22.5,17.0,-3.7
70,03/01/2002 09:50:30,22.5,17.0,-3.7
71,03/01/2002 09:55:30,22.5,17.0,-3.7
72,03/01/2002 10:00:30,22.5,17.0,-3.7
73,03/01/2002 10:05:30,22.5,17.0,-3.7
74,03/01/2002 10:10:30,22.5,17.0,-3.7
75,03/01/2002 10:15:30,22.5,17.0,-3.7
76,03/01/2002 10:20:30,22.5,17.0,-3.7
77,03/01/2002 10:25:30,22.5,17.0,-3.7
78,03/01/2002 10:30:30,22.5,17.0,-3.7
79,03/01/2002 10:35:30,22.5,17.0,-3.7
80,03/01/2002 10:40:30,22.5,17.0,-3.7
81,03/01/2002 10:45:30,22.5,17.0,-3.7
82,03/01/2002 10:50:30,22.5,17.5,-3.4
83,03/01/2002 10:55:30,22.5,17.5,-3.4
84,03/01/2002 11:00:30,22.5,17.5,-3.4
85,03/01/2002 11:05:30,22.5,17.5,-3.4
86,03/01/2002 11:10:30,22.5,18.5,-2.6
87,03/01/2002 11:15:30,22.5,17.5,-3.4
88,03/01/2002 11:20:30,22.5,17.5,-3.4
89,03/01/2002 11:25:30,22.5,17.5,-3.4
90,03/01/2002 11:30:30,22.5,17.5,-3.4
91,03/01/2002 11:35:30,22.5,17.5,-3.4
92,03/01/2002 11:40:30,22.5,17.5,-3.4
93,03/01/2002 11:45:30,22.5,17.0,-3.7
94,03/01/2002 11:50:30,22.5,17.0,-3.7
95,03/01/2002 11:55:30,22.5,17.0,-3.7
96,03/01/2002 12:00:30,22.5,17.0,-3.7
97,03/01/2002 12:05:30,22.5,17.0,-3.7
98,03/01/2002 12:10:30,22.5,17.5,-3.4
99,03/01/2002 12:15:30,22.5,17.5,-3.4
100,03/01/2002 12:20:30,22.5,17.5,-3.4
101,03/01/2002 12:25:30,22.5,17.5,-3.4
102,03/01/2002 12:30:30,22.5,17.5,-3.4
103,03/01/2002 12:35:30,22.5,18.0,-3.0
104,03/01/2002 12:40:30,22.5,18.0,-3.0
105,03/01/2002 12:45:30,22.5,18.0,-3.0
106,03/01/2002 12:50:30,22.5,18.0,-3.0
107,03/01/2002 12:55:30,22.5,18.0,-3.0
108,03/01/2002 13:00:30,22.5,18.0,-3.0
109,03/01/2002 13:05:30,22.5,18.0,-3.0
110,03/01/2002 13:10:30,22.5,18.0,-3.0
111,03/01/2002 13:15:30,22.5,18.0,-3.0
112,03/01/2002 13:20:30,22.5,18.0,-3.0
113,03/01/2002 13:25:30,22.5,18.0,-3.0
114,03/01/2002 13:30:30,22.5,18.0,-3.0
115,03/01/2002 13:35:30,22.5,18.0,-3.0
116,03/01/2002 13:40:30,22.5,18.0,-3.0
117,03/01/2002 13:45:30,22.5,18.0,-3.0
118,03/01/2002 13:50:30,22.5,18.0,-3.0
119,03/01/2002 13:55:30,22.5,18.0,-3.0
120,03/01/2002 14:00:30,22.0,17.5,-3.8
121,03/01/2002 14:05:30,22.5,17.5,-3.4
122,03/01/2002 14:10:30,22.0,17.5,-3.8
123,03/01/2002 14:15:30,22.0,17.0,-4.1
124,03/01/2002 14:20:30,22.0,17.0,-4.1
125,03/01/2002 14:25:30,22.0,17.0,-4.1
126,03/01/2002 14:30:30,22.0,17.0,-4.1
127,03/01/2002 14:35:30,22.0,17.0,-4.1
128,03/01/2002 14:40:30,22.0,17.0,-4.1
129,03/01/2002 14:45:30,22.0,17.0,-4.1
130,03/01/2002 14:50:30,22.0,17.0,-4.1
131,03/01/2002 14:55:30,22.0,17.0,-4.1
132,03/01/2002 15:00:30,22.0,17.0,-4.1
133,03/01/2002 15:05:30,22.0,17.0,-4.1
134,03/01/2002 15:10:30,22.0,17.0,-4.1
135,03/01/2002 15:15:30,22.0,17.0,-4.1
136,03/01/2002 15:20:30,22.0,17.0,-4.1
137,03/01/2002 15:25:30,22.0,17.0,-4.1
138,03/01/2002 15:30:30,22.0,17.0,-4.1
139,03/01/2002 15:35:30,22.0,17.0,-4.1
140,03/01/2002 15:40:30,22.0,17.5,-3.8
141,03/01/2002 15:45:30,22.0,17.5,-3.8
142,03/01/2002 15:50:30,22.0,17.5,-3.8
143,03/01/2002 15:55:30,22.0,17.5,-3.8
144,03/01/2002 16:00:30,22.0,17.5,-3.8
145,03/01/2002 16:05:30,22.0,18.0,-3.4
146,03/01/2002 16:10:30,22.0,18.0,-3.4
147,03/01/2002 16:15:30,22.0,17.5,-3.8
148,03/01/2002 16:20:30,22.0,17.5,-3.8
149,03/01/2002 16:25:30,22.0,17.5,-3.8
150,03/01/2002 16:30:30,22.0,17.5,-3.8
151,03/01/2002 16:35:30,22.0,17.5,-3.8
152,03/01/2002 16:40:30,22.0,17.5,-3.8
153,03/01/2002 16:45:30,22.0,17.0,-4.1
154,03/01/2002 16:50:30,22.0,17.0,-4.1
155,03/01/2002 16:55:30,22.0,17.0,-4.1
156,03/01/2002 17:00:30,22.0,17.0,-4.1
